rowNumber,timestamp,handle,productTitle,field,original,updated,reason,severity,phase
46,26/09/2025,taschenrechner-texas,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
46,26/09/2025,taschenrechner-texas,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
46,26/09/2025,taschenrechner-texas,,Variant SKU,,BAS-PRD-IA1R,Generated per SOP,info,3d
46,26/09/2025,taschenrechner-texas,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
46,26/09/2025,taschenrechner-texas,,Variant Taxable,,TRUE,Taxable default,info,3d
46,26/09/2025,taschenrechner-texas,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
46,26/09/2025,taschenrechner-texas,,Google Shopping / Condition,,new,Condition set to new,info,4
46,26/09/2025,taschenrechner-texas,,SEO Description,,,SEO desc length 116,warn,4
46,26/09/2025,taschenrechner-texas,,Google Shopping / Google Product Category,,,Missing google category,warn,4
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,SEO Title,,Sax Design Locher schwarz | Bastelschachtel,SEO title standardized per SOP,info,3c
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,SEO Description,"Entdecken Sie den Sax Design Locher 218 in Schwarz! Dieser robuste Metall-Locher stanzt bis zu 12 Blatt, ist GS-geprüft und kommt mit 10 Jahren Garantie. Jetzt online bestellen!

",Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,Google Shopping / Condition,,new,Condition set to new,info,4
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,SEO Description,,,SEO desc length 116,warn,4
47,26/09/2025,sax-design-locher-schwarz,Sax Design Locher schwarz,Google Shopping / Google Product Category,,,Missing google category,warn,4
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,SEO Title,,Locher Novus 16 Bl. schwarz | Bastelschachtel,SEO title standardized per SOP,info,3c
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,SEO Description,"Der Novus Bürolocher E216 in Schwarz stanzt präzise bis zu 16 Blatt. Mit sicherer Anschlagschiene für A4/A5/A6, GS-Prüfzeichen und 5 Jahren Garantie. Jetzt online bestellen!

",Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,Google Shopping / Condition,,new,Condition set to new,info,4
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,SEO Description,,,SEO desc length 116,warn,4
48,26/09/2025,locher-novus-16-bl-schwarz,Locher Novus 16 Bl. schwarz,Google Shopping / Google Product Category,,,Missing google category,warn,4
49,26/09/2025,schultuten,Schultüten,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
49,26/09/2025,schultuten,Schultüten,SEO Title,,Schultüten | Bastelschachtel,SEO title standardized per SOP,info,3c
49,26/09/2025,schultuten,Schultüten,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
49,26/09/2025,schultuten,Schultüten,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
49,26/09/2025,schultuten,Schultüten,Google Shopping / Condition,,new,Condition set to new,info,4
49,26/09/2025,schultuten,Schultüten,SEO Description,,,SEO desc length 116,warn,4
49,26/09/2025,schultuten,Schultüten,Google Shopping / Google Product Category,,,Missing google category,warn,4
50,26/09/2025,schultuten,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
50,26/09/2025,schultuten,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
50,26/09/2025,schultuten,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
50,26/09/2025,schultuten,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
50,26/09/2025,schultuten,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
50,26/09/2025,schultuten,,Google Shopping / Condition,,new,Condition set to new,info,4
50,26/09/2025,schultuten,,SEO Description,,,SEO desc length 116,warn,4
50,26/09/2025,schultuten,,Google Shopping / Google Product Category,,,Missing google category,warn,4
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,SEO Title,,Woll Häkelnadel | Bastelschachtel,SEO title standardized per SOP,info,3c
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,Google Shopping / Condition,,new,Condition set to new,info,4
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,SEO Description,,,SEO desc length 116,warn,4
51,26/09/2025,woll-hakelnadel-3-5-mm,Woll Häkelnadel,Google Shopping / Google Product Category,,,Missing google category,warn,4
52,26/09/2025,woll-hakelnadel-3-5-mm,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
52,26/09/2025,woll-hakelnadel-3-5-mm,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
52,26/09/2025,woll-hakelnadel-3-5-mm,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
52,26/09/2025,woll-hakelnadel-3-5-mm,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
52,26/09/2025,woll-hakelnadel-3-5-mm,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
52,26/09/2025,woll-hakelnadel-3-5-mm,,Google Shopping / Condition,,new,Condition set to new,info,4
52,26/09/2025,woll-hakelnadel-3-5-mm,,SEO Description,,,SEO desc length 116,warn,4
52,26/09/2025,woll-hakelnadel-3-5-mm,,Google Shopping / Google Product Category,,,Missing google category,warn,4
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,SEO Title,,Faber-Castell Multimark Folienstift permanent | Bastelschach,SEO title standardized per SOP,info,3c
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,Google Shopping / Condition,,new,Condition set to new,info,4
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,SEO Description,,,SEO desc length 116,warn,4
53,26/09/2025,faber-ohp-f-wf,Faber-Castell Multimark Folienstift permanent,Google Shopping / Google Product Category,,,Missing google category,warn,4
54,26/09/2025,faber-ohp-f-wf,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
54,26/09/2025,faber-ohp-f-wf,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
54,26/09/2025,faber-ohp-f-wf,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
54,26/09/2025,faber-ohp-f-wf,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
54,26/09/2025,faber-ohp-f-wf,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
54,26/09/2025,faber-ohp-f-wf,,Google Shopping / Condition,,new,Condition set to new,info,4
54,26/09/2025,faber-ohp-f-wf,,SEO Description,,,SEO desc length 116,warn,4
54,26/09/2025,faber-ohp-f-wf,,Google Shopping / Google Product Category,,,Missing google category,warn,4
55,26/09/2025,faber-ohp-f-wf,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
55,26/09/2025,faber-ohp-f-wf,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
55,26/09/2025,faber-ohp-f-wf,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
55,26/09/2025,faber-ohp-f-wf,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
55,26/09/2025,faber-ohp-f-wf,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
55,26/09/2025,faber-ohp-f-wf,,Google Shopping / Condition,,new,Condition set to new,info,4
55,26/09/2025,faber-ohp-f-wf,,SEO Description,,,SEO desc length 116,warn,4
55,26/09/2025,faber-ohp-f-wf,,Google Shopping / Google Product Category,,,Missing google category,warn,4
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",SEO Title,,"Farbregister Karton 10tlg, A4 | Bastelschachtel",SEO title standardized per SOP,info,3c
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",SEO Description,"Organisieren Sie Ihre A4-Dokumente mit dem 10-teiligen Donau Farbregister aus Karton. Stabil & umweltfreundlich, zertifiziert mit dem Österreichischen Umweltzeichen & Blauen Engel.

",Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",Google Shopping / Condition,,new,Condition set to new,info,4
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",SEO Description,,,SEO desc length 116,warn,4
56,26/09/2025,farbregister-karton-10tlg-a4,"Farbregister Karton 10tlg, A4",Google Shopping / Google Product Category,,,Missing google category,warn,4
57,26/09/2025,farbregister-karton-10tlg-a4,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
57,26/09/2025,farbregister-karton-10tlg-a4,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
57,26/09/2025,farbregister-karton-10tlg-a4,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
57,26/09/2025,farbregister-karton-10tlg-a4,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
57,26/09/2025,farbregister-karton-10tlg-a4,,Variant SKU,,BAS-PRD-JBV4,Generated per SOP,info,3d
57,26/09/2025,farbregister-karton-10tlg-a4,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
57,26/09/2025,farbregister-karton-10tlg-a4,,Variant Taxable,,TRUE,Taxable default,info,3d
57,26/09/2025,farbregister-karton-10tlg-a4,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
57,26/09/2025,farbregister-karton-10tlg-a4,,Google Shopping / Condition,,new,Condition set to new,info,4
57,26/09/2025,farbregister-karton-10tlg-a4,,SEO Description,,,SEO desc length 116,warn,4
57,26/09/2025,farbregister-karton-10tlg-a4,,Google Shopping / Google Product Category,,,Missing google category,warn,4
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,SEO Title,,Farbregister Pappe 6-tlg. A4 | Bastelschachtel,SEO title standardized per SOP,info,3c
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,SEO Description,"Schaffen Sie Ordnung mit dem 6-teiligen A4 Farbregister aus Karton (215 g/m²). Umweltfreundlich zertifiziert mit dem Österreichischen Umweltzeichen & Blauen Engel.

",Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,Google Shopping / Condition,,new,Condition set to new,info,4
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,SEO Description,,,SEO desc length 116,warn,4
58,26/09/2025,farbregister-pappe-6-teilig,Farbregister Pappe 6-tlg. A4,Google Shopping / Google Product Category,,,Missing google category,warn,4
59,26/09/2025,farbregister-pappe-6-teilig,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
59,26/09/2025,farbregister-pappe-6-teilig,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
59,26/09/2025,farbregister-pappe-6-teilig,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
59,26/09/2025,farbregister-pappe-6-teilig,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
59,26/09/2025,farbregister-pappe-6-teilig,,Variant SKU,,BAS-PRD-OZG1,Generated per SOP,info,3d
59,26/09/2025,farbregister-pappe-6-teilig,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
59,26/09/2025,farbregister-pappe-6-teilig,,Variant Taxable,,TRUE,Taxable default,info,3d
59,26/09/2025,farbregister-pappe-6-teilig,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
59,26/09/2025,farbregister-pappe-6-teilig,,Google Shopping / Condition,,new,Condition set to new,info,4
59,26/09/2025,farbregister-pappe-6-teilig,,SEO Description,,,SEO desc length 116,warn,4
59,26/09/2025,farbregister-pappe-6-teilig,,Google Shopping / Google Product Category,,,Missing google category,warn,4
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",SEO Title,,"Ringmappe Pastell A4/2R/2,5 cm | Bastelschachtel",SEO title standardized per SOP,info,3c
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",Google Shopping / Condition,,new,Condition set to new,info,4
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",SEO Description,,,SEO desc length 116,warn,4
60,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,"Ringmappe Pastell A4/2R/2,5 cm",Google Shopping / Google Product Category,,,Missing google category,warn,4
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Condition,,new,Condition set to new,info,4
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,,SEO desc length 116,warn,4
61,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category,warn,4
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Condition,,new,Condition set to new,info,4
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,,SEO desc length 116,warn,4
62,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category,warn,4
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Condition,,new,Condition set to new,info,4
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,,SEO desc length 116,warn,4
63,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category,warn,4
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Condition,,new,Condition set to new,info,4
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,SEO Description,,,SEO desc length 116,warn,4
64,26/09/2025,ringmappe-pastell-a4-2r-2-5-cm,,Google Shopping / Google Product Category,,,Missing google category,warn,4
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,SEO Title,,Staedtler Faserschreiber DUO | Bastelschachtel,SEO title standardized per SOP,info,3c
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,SEO Description,"Entdecken Sie die Staedtler DUO Doppelfasermaler (3280) im 10er Etui! Jeder Stift mit 2 Farben und 2 Spitzen (1,0 & 3,0 mm). Auswaschbar, langlebig und sicher. Ideal für kreative Kinder!

",Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,Google Shopping / Condition,,new,Condition set to new,info,4
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,SEO Description,,,SEO desc length 116,warn,4
65,26/09/2025,staedtler-faserschreiber-duo,Staedtler Faserschreiber DUO,Google Shopping / Google Product Category,,,Missing google category,warn,4
66,26/09/2025,staedtler-faserschreiber-duo,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
66,26/09/2025,staedtler-faserschreiber-duo,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
66,26/09/2025,staedtler-faserschreiber-duo,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
66,26/09/2025,staedtler-faserschreiber-duo,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
66,26/09/2025,staedtler-faserschreiber-duo,,Variant SKU,,BAS-PRD-2537,Generated per SOP,info,3d
66,26/09/2025,staedtler-faserschreiber-duo,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
66,26/09/2025,staedtler-faserschreiber-duo,,Variant Taxable,,TRUE,Taxable default,info,3d
66,26/09/2025,staedtler-faserschreiber-duo,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
66,26/09/2025,staedtler-faserschreiber-duo,,Google Shopping / Condition,,new,Condition set to new,info,4
66,26/09/2025,staedtler-faserschreiber-duo,,SEO Description,,,SEO desc length 116,warn,4
66,26/09/2025,staedtler-faserschreiber-duo,,Google Shopping / Google Product Category,,,Missing google category,warn,4
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,SEO Title,,Staedtler Noris Colour 12er | Bastelschachtel,SEO title standardized per SOP,info,3c
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,SEO Description,"Nachhaltig malen: Die Staedtler Noris Colour Buntstifte im 12er-Set aus Upcycled Wood. Extrem bruchfest, leuchtende Farben & PEFC-zertifiziert. Ideal für kreativen Malspaß!

",Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,Google Shopping / Condition,,new,Condition set to new,info,4
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,SEO Description,,,SEO desc length 116,warn,4
67,26/09/2025,staedtler-noris-colour-12er,Staedtler Noris Colour 12er,Google Shopping / Google Product Category,,,Missing google category,warn,4
68,26/09/2025,staedtler-noris-colour-12er,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
68,26/09/2025,staedtler-noris-colour-12er,,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
68,26/09/2025,staedtler-noris-colour-12er,,SEO Title,, | Bastelschachtel,SEO title standardized per SOP,info,3c
68,26/09/2025,staedtler-noris-colour-12er,,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
68,26/09/2025,staedtler-noris-colour-12er,,Variant SKU,,BAS-PRD-0RYM,Generated per SOP,info,3d
68,26/09/2025,staedtler-noris-colour-12er,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
68,26/09/2025,staedtler-noris-colour-12er,,Variant Taxable,,TRUE,Taxable default,info,3d
68,26/09/2025,staedtler-noris-colour-12er,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category),warn,4
68,26/09/2025,staedtler-noris-colour-12er,,Google Shopping / Condition,,new,Condition set to new,info,4
68,26/09/2025,staedtler-noris-colour-12er,,SEO Description,,,SEO desc length 116,warn,4
68,26/09/2025,staedtler-noris-colour-12er,,Google Shopping / Google Product Category,,,Missing google category,warn,4
69,26/09/2025,handarbeitskoffer-34-cm,Handarbeitskoffer 34 cm,Body (HTML),(modified),(see Output),Body normalized + closing line enforced,info,3b
69,26/09/2025,handarbeitskoffer-34-cm,Handarbeitskoffer 34 cm,SEO Title,,Handarbeitskoffer 34 cm | Bastelschachtel,SEO title standardized per SOP,info,3c
69,26/09/2025,handarbeitskoffer-34-cm,Handarbeitskoffer 34 cm,SEO Description,,Für kreative Projekte und saubere Ergebnisse. Jetzt bei Bastelschachtel entdecken. Robust und vielseitig einsetzbar.,SEO description standardized per SOP,info,3c
69,26/09/2025,handarbeitskoffer-34-cm,Handarbeitskoffer 34 cm,Google Shopping / Condition,,new,Condition set to new,info,4
69,26/09/2025,handarbeitskoffer-34-cm,Handarbeitskoffer 34 cm,SEO Description,,,SEO desc length 116,warn,4
70,26/09/2025,handarbeitskoffer-34-cm,,Vendor,,Bastelschachtel,"Defaulted to Bastelschachtel, unknown vendor",info,2
